"datetime","title","service","voc_type","voc_date","text"
"2019-02-28 오전 12:03:52","청주 4캠퍼스(M15) 식당 영양사님들을 칭찬합니다.","식당 > 청주 > 기숙사 > 중식","칭찬 - 친절","2018-02-27","청주 4캠퍼스(M15)에 온지 그리 오래 되지 않은 하이닉스 직원입니다. 다름이 아니라 4캠퍼스 식당 영양사분들 모두를 칭찬하고 싶네요.다른 식당과 달리 가건물을 사용하고 있어서 상대적으로 열악한 환경에 불편하고 힘드실텐데 항상 웃음 잃지 않으시고 밝게 인사 건내주시는 모습, 직원들의 불평에도 매번 친절하게 답변을 해주시는 모습이 너무 보기 좋습니다.또한 저를 포함한 저희 부서 직원분들은 영양과 선호도를 고려한 메뉴에도 만족하고 있습니다. 간혹 사내 커뮤니티에 안좋은 글이 올라오기도 하던데 만족하는 직원들이 더 많다는 사실 알아주시고 앞으로도 계속 밝은 인사 한마디, 고객을 생각하는 맛있는 메뉴!! 기대하겠습니다^^p.s. 이벤트에 당첨된 적은 없지만 종종 있는 이벤트에 참여하는 재미가 솔솔합니다. 준비 하시느라 다들 고생 많으실거 같아요. 이벤트 당첨되고 싶네요."
"2019-02-27","청주 4캠퍼스 식당 칭찬합니다.","secret","","",""
"2019-02-27 오전 11:15:59","청주기숙사식당 메뉴 건의",">  >","","","안녕하세요. 청주기숙사 식당에서 매일 점심을 맛있게 먹는 구성원입니다.청주기숙사식당은 하이닉스 내에서도 제일 맛있기로 소문이 나있고,항상 맛있는 음식을 정성스럽게 준비해주셔서 감사합니다.덕분에, 밥먹으러 가는 시간이 항상 설레고 기다려집니다.다만, 언제부터인가 청주 기숙사 식당 식단이 예전에 비해 한식위주로 변경된 것 같습니다.맛이없거나 그런건 아니지만 기존에 식단이 매일 스페셜한 느낌으로 너무 잘나왔던터라상대적으로 바뀐 식단에 실망스러움이 느껴져 식단에 대한 건의드립니다.자세한 것은 알지 못하나, 기존 영양사님이 4캠으로 가시면서4캠의 경우 식단이 다채로워지고, 비교적 기숙사 식단이 한식위주로 구성되었다고 들었습니다.지금도 충분히 훌륭하고, 또 한식위주의 식단을 선호하는 구성원이 많을 수 있겠으나전체 식단구성변경이 어렵다면 2일 또는 3일 정도라도 4캠 식단을 공유하여 적용해보는 것은 어떨까요?요즘 4캠 식단(ex. 극한직업에 나오는 수원왕갈비통닭 등 스페셜메뉴)을 보니, 매일매일이 새로운 식단으로 구성되었던 예전 식단이 그리워져서 작성해봅니다.다시한번 말씀드리지만, 지금도 충분히 훌륭하고 항상 감사한 마음으로 식당을 이용하고있습니다. 항상 맛있는 식사를 준비해주시는 영양사님과 조리사님들께 감사드립니다."
"2019-02-27 오전 7:38:07","잘먹었습니다",">  >","","","27일 sky 조식으로나온 김치소고기죽 맛있게 잘먹었습니다. 앞으로 자주 나오면 좋겠어요."
"2019-02-26","강남행 버스 불편사항","secret","","",""
"2019-02-26","기숙사 샤워실 물냄새","secret","","",""
"2019-02-26","분실물 문의","secret","","",""
"2019-02-26 오전 1:02:41","행복마을 여자기숙사","식당 > 이천 > 행복2 > 중식","불편 - 맛&품질","2019-02-26","행복마을 여자기숙사 식당매뉴보고 먹으러갓는데배식시간이 끝나려면 한참 시간이 남앗는데준비한 음식이 떨어져서다른 음식으로 대체해서 나오는데정말 정말짜증나요여유잇게 준비해주세요메뉴에 나와있는 음식을 먹어본적이 없네요"
"2019-02-26 오전 12:18:02","분실물문의",">  >","","","빨간색 실리콘케이스와 토토로 인형이달린에어팟 케이스를 분실하였는데 혹시 버스에 놓고내린 것 같아서요~ 확인부탁드립니다! ㅠㅠ"
"2019-02-25 오후 11:46:03","행복5문에서 셔틀버스타러가는길에",">  >","","","행복5문에서 셔틀버스타러가는길에빨간색 실리콘케이스와 토토로 인형이달린에어팟 케이스를 분실하였는데혹시 사내 분실물 접수는 어디에 문의하면되는지요여기서문의가 가능할까요?"
"2019-02-25","기숙사 문의드립니다","secret","","",""
"2019-02-25 오전 10:49:15","빠른 조치 감사드립니다.","식당 > 이천 > 행복1 > 조식","칭찬 - 친절","2019-02-25","안녕하세요지난주에 행복1마을 간편식 식수 맞춰달라고 VOC를 올렸는데요,담당자님이 빠르게 조치해주셨는지 평일 내내 원하는 메뉴를 선택할 수 있었습니다.감사합니다."
"2019-02-25 오전 8:59:04","청주-> 이천 테크노폴리스 노선 신설 문의드립니다.","통근/셔틀버스 > 청주 > 통상출근 > 청주-> 이천 테크노폴리스 노선 신설 문의","건의 - 노선(정류장)신설 및 증차","2019-02-25","이전 설문조사시 거주자 21명으로 4명 미달로 신설이 되지 않았습니다.현재 거주자가 더 있을것으로 파악되며 노설 신설을 재검토 해주셨으면 합니다.그리고 노선변경으로 추가 한다해도 탑승자가 많을텐데 기존 차량 노선변경시 탑승자가 많아 좌석이 부족한 경우도 발생할듯 한데 노선 추가가 아닌 신설은 불가능한지 문의드립니다.소수도 아닌 21명이면 많다고 보는데 꼭 빠른시일내에 노선이 생겼으면 하는 바램입니다."
"2019-02-24 오후 7:21:07","오늘 M15 정문에 계신 보안분 칭찬합니다","기타 > 청주 > 경비보안","칭찬","2019-02-24","오늘 오후 5시반에서 5시50분 정도사이에 M15 정문 가운데 옆에서 검색하시던 안경쓰고 계셨던분 제가 정말 보안검색을 받고 있어도 너무나 감사하게 감사합니다 수고하셨습니다 라고 해주시고 같은 검색을  받고 있어도 기분좋게 해주시네요 꼭 확인해주셔서 감사하다고 전달부탁 드려요"
"2019-02-23","모전리선 통상조 7시 40분 셔틀","secret","","",""
"2019-02-23 오전 6:27:24","진리정류장 미정차",">  >","","","몇번 차를 정차 안하시고 지나가셔도 넘어갔는데횟수가 너무 많아지다보니 참 불편하고 짜증나네요뻔히 진리정류장은 승차하는 사람이 적어서 사원증을 잘보이게끔 들고 서있는데도 지나치시다가 거리가 떨어진 GS편의점에서 정차하시고 GS편의점이 버스 정류장은 아니잖아요 제발 사람 적게 탄다고  안일하게 생각하지마시고 신경 좀 써주세요 몇번은 이해하고 그냥 택시를 타든 버스를 타고 출근했는데 이제는 이해하는것도 힘드네요"
"2019-02-22 오후 2:04:17","문의사항",">  >","","","안녕하세요, 수고가 많으십니다문의사항이 있어서 글 올렸는데,혹시 구성원 하루에 한끼 무료식사가 점심식사만 되는건가요? 아니면 아침먹고 점심저녁안먹으면 아침도 무료식사인지...혹시 아시나요 ㅜ?ㅎㅎ답변부탁드립니다~ 수고하세요 ^^"
"2019-02-22","통상출근 양재선 증차 요청드립니다.","secret","","",""
"2019-02-21 오전 9:07:07","청운식당 너무 친절하고 맛있습니다.",">  >","","","매번 가보면 항상 인사도 잘해주시고 친절하게 응대해주시는 식당직원분들께 감사드립니다.맛도 중요한데 맛도 식당 중에서 제일 맛있다고 생각합니다~(개인적인생각이지만~^^)특히 나실장님 너무너무 친절하십니다~ 안내도 잘해주시고 늘 갈때마다 좋은 모습 보게 되어 점심시간이 더욱 즐거워지는 것 같습니다.다들 맛있는 점심 준비해주시고 친절하게 대해주셔서 감사드립니다."
"2019-02-21","20일 복지관 중식이요~","secret","","",""
"2019-02-21 오전 8:28:32","감사합니다.","식당 > 청주 > 1캠퍼스 > 조식","칭찬 - 친절","2019-02-21","제가 감히 누굴 칭찬해도 될지모르겠지만1캠퍼스 조식 아메리탄블랙버스트 받을때 감동받아서 글을 쓰게되었습니다.남자요리사분들과 조리도우미? 분들 영양사님이 좁은공간에서 접시에 예쁘게놓으려고 한개한개 올려놓으시는 모습과 따뜻하게 주시려고 전자렌지에 대피며 조금만 기다려달라고 웃어주시는 모습에서.. 이아침부터.. 멋지시다.. 힘드시겠다....  정말 맛있고 따뜻하다 ..먹음직스럽기까지하네.. 라고 생각했습니다다 먹고나니 오늘은 아메리카노. 오렌지주스와 배주스 바도 함께준비되어있어서 좋았습니다.. 호텔 조식먹는기분이랄까요 ㅎㅎ어느분이 오늘 식사어떠셨냐고 물으셨는데 저도모르게 두손 따봉을 보여드렸습니다 ㅎㅎ오늘 근무는 즐거울 것 같아요늦었지만 새해복많이받으세요감사합니다."
"2019-02-21 오전 8:11:07","복지관 페이코","식당 > 이천 > 복지관 > 석식","문의","2019-02-20","복지관 페이코 가능한가요? 2층은 안된다고 들었는데 2층은 불가인가요?"
"2019-02-19 오후 1:16:42","행복1마을 아침 간편식 식수 맞춰주세요.","식당 > 이천 > 행복1 > 조식","불편 - 기타","2019-02-19","안녕하세요행복1마을 간편식 시간이 늦으면 샌드위치도 없고 수요가 없는 빵만 남아 있습니다.재고 좀 늘려주세요감사합니다."
"2019-02-19 오전 8:24:24","버스 히터좀 줄이던지 꺼주세요제발","통근/셔틀버스 > 청주 > 3교대퇴근 > 청주 교대조","불편 - 기타","2018-02-18","이런글 몇번이고 올라오지않았나요???춥다는글본적있나요???담당자님없습니까???? 정말 출퇴근시 더워죽을거같고 땀나는데 왜캐 틀어놓는지.  발밑에서부터 뜨거워서 땀만흘리다 출퇴근합니다 제발좀 요.  이내용기사님들게 알려주세요 ㅠㅠ"
"2019-02-18 오후 11:20:28","18일 저녁 7시 답십리선 백발 기사님","통근/셔틀버스 > 이천 > 장거리퇴근 > 천호/답십리선","불편 - 안전(과속/난폭운전)","2019-02-18","1시간 내내 급출발 급제동!뜻밖의 시내 레이싱에멀미가 엄청 났습니다너무 심하시더군요오늘 하루만 그런게 아니에요"
"2019-02-18 오후 8:23:41","18일 석식 너무 너무 감사히 잘 먹었습니다.^^","식당 > 청주 > 1캠퍼스 > 석식","칭찬 - 맛&품질","2019-02-18","안녕하세요저는 늘 1캠퍼스 음식 너무 맛있게 잘 먹고 있습니다.어머니들이 직접 맛있게 식사 준비를 해주셔서 늘 감사하게 생각하고 있는데요오늘 짬뽕 정말 정말 gooooooooooooooooooooooooood 최고였어요(엄지척)!!면도 그렇고 각종 채소들도 많았고 심지어 밖에 외부 식당 정말 소문난 집에서 판매하는것보다 맛있었어요^^국물까지 싹싹 말아서 밥까지 다 먹었습니다~(배불러용....ㅠ)먹지 말아야지 먹지 말아야지...다이어트 해야지 하면서도 먼저 다녀온 동료들이 너무나맛있다고 잘먹었다고 얘기하면 절로 식당으로 갑니다..ㅋ앞으로도 잘 부탁드리고요~어머니들 영양사분들..쉐프님들 감사드려요~♡"
"2019-02-18 오후 7:18:33","버스 매너 공지 해주세요","기타 > 이천 > 기타","건의","2019-02-19","아직 날씨가 추워 외투가 두껍게 입고 다녀서 셔틀 타고 다니면 두명이 앉게 되면 자리가 좁게 느껴집니다서로에게 배려가 필요한데혼자서 2인 자리 차지 하고 있고 옆에 앉아도 비켜주지 않는 사람이 다수입니다이전엔 버스 매너라고 하여 홍보를 해서 괜찮았는데 요즘은 사람들이 많아져서 인가요? 매너나 배려가 전혀 없습니다혼자서 2인 자리 차지 하고 비켜 주지 않는사람들이 너무 많습니다홍보를 하여 이런한 기본 버스매너 공지해주시고 탑승자분들은 다른분들을 위한 배려를 생각해주시기 바랍니다"
"2019-02-18","편의식 이물질 문의 드립니다.","secret","","",""
"2019-02-16 오후 10:48:14","청주3교대 C조 출근 버스 흥덕구청 미 정차 하고 지나 갔습니다.","통근/셔틀버스 > 청주 > 3교대출근 > 청주3교대 C조 출근","불편 - 이상운행(결행,지연,미정차)","2019-02-16","저 포함 3명추운날 버스기다리고 있었는데, 미 정차 하고 가더라구요,주말이라 배차번호가 잘 못된 된건줄 아는 마음에,Happy Road 어플 켜보니3호선 버스 이미 3공장 지나서 2공장으로 가고 있었습니다.기사님의 착오이긴 하나, 다시는 이런일 발생 없도록 조치 바랍니다."
"2019-02-15 오후 3:30:19","출입 및 주차문의",">  >","","","안녕하세요하이닉스 신입사원 청주 정지석 TL입니다.사외기숙사 거주하는데 청주 문화센터 출입을 위한 타각기 등록 절차와 개인자차를 이용한 사원주차장 이용 절차를 알고싶습니다."
"2019-02-14 오후 12:05:31","석식 시간 변경 검토 요청","식당 > 이천 > SKY > 석식","건의","2019-02-14","안녕하세요.유연근무제 이후로 최근 저녁먹으로 5시30분에 식당에 가보면 이미 줄이 길게 늘어서 있는것을 볼 수 있습니다. 그리고 6시까지 매우 붐비는 시간대이지요.반면 7시 이후로는 식당에 가면 매우 한산합니다.이거는 현재 5시반 이전에 식당을 이용하고자 하는 수요층이 많다는 것을 의미하는것 같습니다.식당 운영시간을 현행 5시30분 ~ 8시 ==> 5시 ~ 7시30분으로 Shift 시키는것은 어떨런지 건의 드립니다.5시 30분 이전 수요층에게 저녁을 제공함과 동시에 5시반~6시에 몰리는 현상도 완화가 될 것이라 생각합니다.검토 부탁드립니다.감사합니다."
"2019-02-13","일처리들똑바로안합니까??!!","secret","","",""
"2019-02-12","오늘1캠중식 맛있어요!!","secret","","",""
"2019-02-12 오후 1:17:02","오늘 청주 1공장 중식 짱입니당!!",">  >","","","오늘 1공장 중식 너무 맛있었어요!!!다른 공장과 비교 할수 없는맛입니다ㅎㅎㅎㅎ특히 쌀국수랑 어묵국이랑 낙지볶음 ㅠㅠㅠㅠ늘 맛있는 음식 주셔서 감사합니다!!!늘 감사합니당!!^^*"
